DROUGHT.22069	541	90	0.5448	0.0274976157783
THHALV10000106M.G	2221	1227	1.0167	0.077678103092
THHALV10000134M.G	2484	1533	1.2297	0.113187668895
THHALV10001326M.G	2467	2223	1.059	0.0858247435679
THHALV10001383M.G	2048	1665	0.8747	0.148317933336
THHALV10001891M.G	3466	3126	1.1878	0.10322211504
THHALV10002412M.G	2725	2106	0.7702	0.0650607641572
THHALV10003134M.G	5625	1302	1.08	0.103500464496
THHALV10003276M.G	990	573	0.9802	0.107287825189
THHALV10003695M.G	2505	2268	1.0562	0.0959884226009
THHALV10003753M.G	2046	2046	0.7466	0.112366703392
THHALV10003976M.G	1654	555	0.7754	0.110215067694
THHALV10003997M.G	1887	1569	1.0404	0.0899835028637
THHALV10004090M.G	1946	1461	0.9167	0.0688553787589
THHALV10004402M.G	1336	1143	0.8638	0.104517189177
THHALV10004479M.G	1074	1074	0.8418	0.105119430783
THHALV10004516M.G	1227	1032	0.9622	0.132382206532
THHALV10004682M.G	1567	903	0.8674	0.141667685594
THHALV10004705M.G	1174	882	1.0449	0.0988389895321
THHALV10004736M.G	1113	849	1.1706	0.138526380027
THHALV10004796M.G	1625	771	0.8552	0.143530410922
THHALV10005448M.G	981	981	0.7369	0.111380688046
THHALV10005482M.G	1851	1851	0.9997	0.115683524642
THHALV10005857M.G	2142	1755	1.0741	0.096176809713
THHALV10006202M.G	1161	744	0.9554	0.136815044947
THHALV10006609M.G	3577	3501	0.757	0.0895312188572
THHALV10006694M.G	3317	2943	0.9783	0.13898682966
THHALV10006731M.G	3226	2766	1.0452	0.113963796937
THHALV10006741M.G	3104	2733	1.0163	0.112422629052
THHALV10007055M.G	2567	1899	0.7856	0.0873496619324
THHALV10007212M.G	2298	1716	1.0717	0.113553266115
THHALV10007448M.G	2341	612	0.8601	0.0823937997242
THHALV10007453M.G	1961	1491	0.9732	0.103232147195
THHALV10007535M.G	1534	1419	1.1955	0.121329396531
THHALV10008334M.G	2152	315	1.0712	0.0677454599674
THHALV10008399M.G	954	858	0.8501	0.066892571089
THHALV10009661M.G	1344	1344	0.7582	0.114120347187
THHALV10010504M.G	1345	1050	1.0583	0.100683310384
THHALV10010914M.G	1461	1305	0.8116	0.0894321545008
THHALV10011278M.G	2423	1659	0.8561	0.0786035589924
THHALV10011342M.G	2072	1758	1.0657	0.115851871524
THHALV10012798M.G	2377	2169	0.7633	0.0921901633403
THHALV10012827M.G	2502	2106	1.009	0.112442551361
THHALV10013286M.G	2502	1539	0.8011	0.07379859787
THHALV10013382M.G	2157	1467	0.9426	0.158247608401
THHALV10013695M.G	1966	1227	1.0637	0.135689049056
THHALV10013952M.G	1583	1068	0.8831	0.0858231741768
THHALV10014242M.G	1786	435	0.7907	0.0323180024285
THHALV10018189M.G	2181	2181	0.7884	0.114532050573
THHALV10018340M.G	1996	1731	0.7959	0.0834704333184
THHALV10018449M.G	1767	1488	0.9995	0.0981318685983
THHALV10018625M.G	1728	1245	0.836	0.0846195641588
THHALV10018690M.G	1651	1170	1.0577	0.116956662337
THHALV10018797M.G	1337	1047	0.9976	0.0969956576657
THHALV10019465M.G	2124	2124	0.7904	0.0555280117577
THHALV10020157M.G	2890	1470	1.0873	0.129727894415
THHALV10020211M.G	2426	2028	0.7184	0.170565488328
THHALV10020441M.G	3793	531	0.4766	0.0594230682053
THHALV10020719M.G	2044	1353	1.1163	0.119581804713
THHALV10021507M.G	967	642	1.0459	0.0914740088663
THHALV10021828M.G	703	294	1.0601	0.148035814352
THHALV10022762M.G	1416	1065	0.8752	0.13072939429
THHALV10022776M.G	1196	990	0.9247	0.0934456110848
THHALV10023130M.G	2703	2703	0.6133	0.100914062731
THHALV10023357M.G	1856	1815	0.7504	0.126615397018
THHALV10023449M.G	4429	789	1.0627	0.0802499706057
THHALV10023594M.G	1378	966	0.8263	0.0747374970665
THHALV10024381M.G	2721	2589	1.0701	0.0964835805748
THHALV10024648M.G	2298	1938	0.8413	0.144048086446
THHALV10024693M.G	2488	1845	1.1176	0.108935522664
THHALV10024841M.G	1859	1653	1.0259	0.104482810344
THHALV10024857M.G	2092	492	0.9899	0.11692507659
THHALV10025288M.G	1404	1275	0.5654	0.151570530885
THHALV10025296M.G	1520	1272	1.1201	0.102518107403
THHALV10025310M.G	2066	1257	0.9785	0.115159323833
THHALV10025680M.G	1561	996	1.1574	0.114024176126
THHALV10026076M.G	999	750	0.9175	0.079525168764
THHALV10027765M.G	2328	642	1.2125	0.0917558184415
THHALV10027807M.G	1101	1101	0.679	0.122633216439
THHALV10028372M.G	3741	3297	1.1139	0.127063705186
THHALV10028440M.G	3218	2388	0.9483	0.119012355456
THHALV10028560M.G	2378	1641	0.9809	0.10367268675
THHALV10028599M.G	1804	1503	0.9273	0.0990613663584
