DROUGHT.10634	1526	135	0.969	0.0607894951216
THHALV10000348M.G	885	528	0.9909	0.104607533314
THHALV10001744M.G	1602	1602	0.9059	0.0596541621456
THHALV10003227M.G	1995	279	0.9887	0.130808400423
THHALV10004080M.G	1532	1482	1.1972	0.118909195197
THHALV10004656M.G	1184	924	0.941	0.0927221550085
THHALV10007357M.G	1581	1581	0.7889	0.105313605013
THHALV10018244M.G	3422	444	1.1261	0.0687116715924
THHALV10020199M.G	2939	2058	0.9147	0.0685025914936
THHALV10024886M.G	1602	1602	0.7903	0.102016162511
THHALV10024976M.G	1509	1509	0.8207	0.0678368356243
