THHALV10003305M.G	416	219	1.0112	0.106955656914
THHALV10003681M.G	2709	2322	0.9843	0.087331038395
THHALV10004447M.G	1395	1101	0.8991	0.112270812343
THHALV10005858M.G	1801	1752	0.8957	0.0600005337331
THHALV10008048M.G	1077	1065	1.2158	0.101745546934
THHALV10008980M.G	674	477	0.7577	0.0445072964271
THHALV10011733M.G	933	762	1.0318	0.108852086928
THHALV10012847M.G	2129	2082	0.8312	0.0833108563972
THHALV10013682M.G	1236	1236	0.9523	0.0606217905155
THHALV10015302M.G	1095	1095	0.8888	0.0894873814888
THHALV10018763M.G	1393	1077	0.825	0.112178441431
THHALV10019151M.G	899	609	1.1309	0.12322759017
THHALV10021174M.G	1268	942	0.6585	0.0799373416499
THHALV10021397M.G	955	750	0.8381	0.127194058592
THHALV10025553M.G	1784	1080	0.9058	0.0922047430387
THHALV10026337M.G	1230	558	0.9389	0.0849665669644
THHALV10026675M.G	441	276	0.8038	0.127800871927
